fecha,periodo,comprobante,tipo_comprobante,codigo_cliente,razon_social,codigo_producto,cantidad,precio_unitario,bonificacion_pct,importe,vendedor,importe_recalculado,diferencia_importe,importe_reconciliado
2025-05-11,2025-05,FAC 0003-00041657,FAC,C0106,El Almacen de Nunez,CAP-FILTRO-100,4.00,3491.03,30.00,9774.88,,9774.88,-0.00,true
2025-05-27,2025-05,FAC 0003-00041796,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10363.99,0.00,10363.99,,10363.99,0.00,true
2025-04-28,2025-04,FAC 0003-00041339,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,2.00,7365.49,0.00,14730.98,,14730.98,0.00,true
2025-01-27,2025-01,FAC 0003-00040338,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5600.00,0.00,11200.00,,11200.00,0.00,true
2025-06-23,2025-06,FAC 0003-00042247,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,6243.71,0.00,6243.71,,6243.71,0.00,true
2025-02-27,2025-02,FAC 0003-00040821,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,8380.40,0.00,16760.80,,16760.80,0.00,true
2025-05-04,2025-05,FAC 0003-00041805,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,8073.01,0.00,8073.01,,8073.01,0.00,true
2025-06-11,2025-06,FAC 0003-00042126,FAC,C0129,Bar San Telmo II,CAF-BLEND-1K,8.00,20069.06,32.00,109175.67,M. Paz,109175.69,-0.02,true
2025-05-21,2025-05,FAC 0003-00041974,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,6109.30,0.00,12218.60,,12218.60,0.00,true
2025-03-13,2025-03,FAC 0003-00040982,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,5849.11,0.00,5849.11,,5849.11,0.00,true
2025-01-05,2025-01,FAC 0003-00040216,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8200.00,0.00,8200.00,,8200.00,0.00,true
2025-03-13,2025-03,FAC 0003-00040865,FAC,C0119,Coffee Lab Saavedra II,CAF-BLEND-1K,8.00,18800.71,35.00,97763.70,,97763.69,0.01,true
2025-01-07,2025-01,FAC 0003-00040104,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9500.00,0.00,28500.00,,28500.00,0.00,true
2025-06-26,2025-06,FAC 0003-00042231,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5909.22,0.00,5909.22,,5909.22,0.00,true
2025-02-01,2025-02,FAC 0003-00040565,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,5723.20,0.00,11446.40,,11446.40,0.00,true
2025-05-08,2025-05,FAC 0003-00041992,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,19637.04,0.00,19637.04,,19637.04,0.00,true
2025-05-07,2025-05,FAC 0003-00041685,FAC,C0129,Bar San Telmo II,CAF-BLEND-1K,6.00,19637.04,32.00,80119.13,M. Paz,80119.12,0.01,true
2025-02-05,2025-02,FAC 0003-00040455,FAC,C0127,Cafe Parque Chas II,CAF-BLEND-1K,7.00,18396.00,32.00,87564.96,R. Ibarra,87564.96,0.00,true
2025-04-13,2025-04,FAC 0003-00041254,FAC,C0108,Coffee Lab Colegiales,CAF-BRAS-1K,7.00,18146.87,32.00,86379.08,R. Ibarra,86379.10,-0.02,true
2025-06-12,2025-06,FAC 0003-00042462,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,20069.06,0.00,40138.12,,40138.12,0.00,true
2025-01-07,2025-01,FAC 0003-00040145,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,7400.00,0.00,7400.00,,7400.00,0.00,true
2025-01-17,2025-01,FAC 0003-00040184,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,1.00,6900.00,0.00,6900.00,,6900.00,0.00,true
2025-06-25,2025-06,FAC 0003-00042201,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,8250.61,0.00,8250.61,,8250.61,0.00,true
2025-05-02,2025-05,FAC 0003-00041873,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5782.02,0.00,11564.04,,11564.04,0.00,true
2025-04-14,2025-04,FAC 0003-00041477,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,9500.42,0.00,9500.42,,9500.42,0.00,true
2025-04-24,2025-04,FAC 0003-00041451,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,3.00,7365.49,0.00,22096.48,,22096.47,0.01,true
2025-01-01,2025-01,FAC 0003-00040037,FAC,C0124,Coffee Lab Flores,CAF-BRAS-1K,7.00,17000.00,35.00,77350.00,,77350.00,0.00,true
2025-06-11,2025-06,FAC 0003-00042162,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10592.00,0.00,31776.01,,31776.00,0.01,true
2025-01-01,2025-01,FAC 0003-00040237,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9500.00,0.00,9500.00,,9500.00,0.00,true
2025-05-16,2025-05,FAC 0003-00041681,FAC,C0126,Panaderia Parque Chas,CAP-FILTRO-100,2.00,3491.03,32.00,4747.80,,4747.80,-0.00,true
2025-05-21,2025-05,FAC 0003-00041713,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-05-22,2025-05,FAC 0003-00041709,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10363.99,0.00,31091.98,,31091.97,0.01,true
2025-06-07,2025-06,FAC 0003-00042301,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-06-26,2025-06,FAC 0003-00042239,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,8250.61,0.00,16501.23,,16501.22,0.01,true
2025-02-14,2025-02,FAC 0003-00040526,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8380.40,0.00,16760.80,,16760.80,0.00,true
2025-03-02,2025-03,FAC 0003-00040917,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,1.00,3342.35,0.00,3342.35,,3342.35,0.00,true
2025-02-04,2025-02,FAC 0003-00040421,FAC,C0001,GRANOS DEL SUR S.A.,BLEND1K,31.00,18396.00,40.00,342165.60,M. Paz,342165.60,0.00,true
2025-04-27,2025-04,FAC 0003-00041568,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-03-27,2025-03,FAC 0003-00040915,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5535.77,0.00,5535.77,,5535.77,0.00,true
2025-05-28,2025-05,FAC 0003-00041897,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8945.76,0.00,17891.53,,17891.52,0.01,true
2025-04-01,2025-04,FAC 0003-00041437,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8753.19,0.00,8753.19,,8753.19,0.00,true
2025-03-22,2025-03,FAC 0003-00041013,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,5849.11,0.00,5849.11,,5849.11,0.00,true
2025-03-19,2025-03,FAC 0003-00041044,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,9922.60,0.00,19845.20,,19845.20,0.00,true
2025-02-14,2025-02,FAC 0003-00040446,FAC,C0120,Tostado Chacarita,CAF-BRAS-1K,7.00,17374.00,32.00,82700.24,,82700.24,0.00,true
2025-06-12,2025-06,FAC 0003-00042213,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,6243.71,0.00,12487.41,,12487.42,-0.01,true
2025-05-26,2025-05,FAC 0003-00041839,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10363.99,0.00,31091.98,,31091.97,0.01,true
2025-03-25,2025-03,FAC 0003-00041025,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,1.00,3342.35,0.00,3342.35,,3342.35,0.00,true
2025-01-18,2025-01,FAC 0003-00040233,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5300.00,0.00,5300.00,,5300.00,0.00,true
2025-04-15,2025-04,FAC 0003-00041307,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10140.90,0.00,20281.79,,20281.80,-0.01,true
2025-06-01,2025-06,FAC 0003-00042340,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,1.00,7693.14,0.00,7693.14,,7693.14,0.00,true
2025-05-13,2025-05,FAC 0003-00041799,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8945.76,0.00,26837.29,,26837.28,0.01,true
2025-01-03,2025-01,FAC 0003-00040393,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,8200.00,0.00,16400.00,,16400.00,0.00,true
2025-03-13,2025-03,FAC 0003-00041056,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-04-03,2025-04,FAC 0003-00041446,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,2.00,7365.49,0.00,14730.98,,14730.98,0.00,true
2025-05-11,2025-05,FAC 0003-00041959,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,6109.30,0.00,12218.60,,12218.60,0.00,true
2025-02-22,2025-02,FAC 0003-00040749,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5723.20,0.00,5723.20,,5723.20,0.00,true
2025-06-12,2025-06,FAC 0003-00042242,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,9142.57,0.00,18285.14,,18285.14,0.00,true
2025-03-23,2025-03,FAC 0003-00041003,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9922.60,0.00,29767.79,,29767.80,-0.01,true
2025-06-23,2025-06,FAC 0003-00042274,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10592.00,0.00,10592.00,,10592.00,0.00,true
2025-04-10,2025-04,FAC 0003-00041410,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,7899.22,0.00,23697.67,,23697.66,0.01,true
2025-01-05,2025-01,FAC 0003-00040047,FAC,C0133,El Almacen de Barracas II,CAF-ETIOP-250,11.00,9500.00,35.00,67925.00,M. Paz,67925.00,0.00,true
2025-01-20,2025-01,FAC 0003-00040347,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8200.00,0.00,8200.00,,8200.00,0.00,true
2025-04-11,2025-04,FAC 0003-00041489,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-05-15,2025-05,FAC 0003-00041771,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8945.76,0.00,17891.53,,17891.52,0.01,true
2025-01-01,2025-01,FAC 0003-00040136,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8200.00,0.00,8200.00,,8200.00,0.00,true
2025-02-07,2025-02,FAC 0003-00040752,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5723.20,0.00,11446.40,,11446.40,0.00,true
2025-04-25,2025-04,FAC 0003-00041276,FAC,C0129,Bar San Telmo II,CAP-FILTRO-100,5.00,3415.88,32.00,11613.99,,11613.99,-0.00,true
2025-02-07,2025-02,FAC 0003-00040466,FAC,C0134,Bar Agronomia,CAF-BRAS-1K,4.00,17374.00,35.00,45172.40,R. Ibarra,45172.40,0.00,true
2025-04-07,2025-04,FAC 0003-00041616,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-03-25,2025-03,FAC 0003-00041210,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-06-21,2025-06,FAC 0003-00042482,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,20069.06,0.00,20069.06,,20069.06,0.00,true
2025-06-01,2025-06,FAC 0003-00042181,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,6243.71,0.00,12487.41,,12487.42,-0.01,true
2025-04-12,2025-04,FAC 0003-00041240,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-1K,50.00,19214.33,40.00,576429.83,,576429.90,-0.07,true
2025-01-17,2025-01,FAC 0003-00040184,FAC,C9002,VENTA ONLINE,CAP-TAZA,2.00,8900.00,0.00,17800.00,,17800.00,0.00,true
2025-02-25,2025-02,FAC 0003-00040483,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,9709.00,0.00,19418.00,,19418.00,0.00,true
2025-01-18,2025-01,FAC 0003-00040009,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-1K,34.00,18000.00,40.00,367200.00,M. Paz,367200.00,0.00,true
2025-02-18,2025-02,FAC 0003-00040425,FAC,C0101,El Almacen de Palermo II,CAF-BRAS-1K,6.00,17374.00,35.00,67758.60,M. Paz,67758.60,0.00,true
2025-06-18,2025-06,FAC 0003-00042344,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,6243.71,0.00,18731.12,,18731.13,-0.01,true
2025-05-24,2025-05,FAC 0003-00041787,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,3.00,5782.02,0.00,17346.05,,17346.06,-0.01,true
2025-05-15,2025-05,FAC 0003-00041812,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10363.99,0.00,31091.98,,31091.97,0.01,true
2025-05-16,2025-05,FAC 0003-00041979,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,19637.04,0.00,39274.09,,39274.08,0.01,true
2025-06-02,2025-06,FAC 0003-00042304,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10592.00,0.00,31776.01,,31776.00,0.01,true
2025-03-14,2025-03,FAC 0003-00040958,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-06-01,2025-06,FAC 0003-00042424,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,1.00,10592.00,0.00,10592.00,,10592.00,0.00,true
2025-04-20,2025-04,FAC 0003-00041519,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,9500.42,0.00,9500.42,,9500.42,0.00,true
2025-06-05,2025-06,FAC 0003-00042302,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,6243.71,0.00,18731.12,,18731.13,-0.01,true
2025-04-20,2025-04,NC 0003-00001224,NC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-1K,-13.00,19214.33,40.00,-149871.76,,-149871.77,0.01,true
2025-02-09,2025-02,FAC 0003-00040530,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5416.60,0.00,10833.20,,10833.20,0.00,true
2025-03-16,2025-03,FAC 0003-00041177,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5849.11,0.00,11698.22,,11698.22,0.00,true
2025-06-17,2025-06,FAC 0003-00042222,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,3.00,5909.22,0.00,17727.67,,17727.66,0.01,true
2025-05-12,2025-05,FAC 0003-00041649,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-1K,44.00,19637.04,40.00,518417.93,R. Ibarra,518417.86,0.07,true
2025-05-01,2025-05,FAC 0003-00041738,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-02-04,2025-02,FAC 0003-00040601,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5416.60,0.00,5416.60,,5416.60,0.00,true
2025-05-21,2025-05,FAC 0003-00041888,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10363.99,0.00,31091.98,,31091.97,0.01,true
2025-01-20,2025-01,FAC 0003-00040123,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5300.00,0.00,5300.00,,5300.00,0.00,true
2025-03-18,2025-03,FAC 0003-00041035,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-01-23,2025-01,FAC 0003-00040409,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5600.00,0.00,5600.00,,5600.00,0.00,true
2025-05-09,2025-05,FAC 0003-00041903,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-06-09,2025-06,FAC 0003-00042406,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,6243.71,0.00,6243.71,,6243.71,0.00,true
2025-03-22,2025-03,FAC 0003-00041016,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,2.00,7206.94,0.00,14413.88,,14413.88,0.00,true
2025-04-16,2025-04,FAC 0003-00041476,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,5977.79,0.00,11955.58,,11955.58,0.00,true
2025-02-23,2025-02,FAC 0003-00040628,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8380.40,0.00,8380.40,,8380.40,0.00,true
2025-03-16,2025-03,FAC 0003-00040886,FAC,C0137,Panaderia Villa Urquiza II,CAF-BLEND-1K,4.00,18800.71,30.00,52641.99,R. Ibarra,52641.99,0.00,true
2025-02-08,2025-02,FAC 0003-00040712,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,1.00,3270.40,0.00,3270.40,,3270.40,0.00,true
2025-06-19,2025-06,FAC 0003-00042236,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10592.00,0.00,10592.00,,10592.00,0.00,true
2025-04-17,2025-04,FAC 0003-00041278,FAC,C0131,Tostado Coghlan II,CAF-BLEND-1K,9.00,19214.33,35.00,112403.82,R. Ibarra,112403.83,-0.01,true
2025-02-04,2025-02,FAC 0003-00040594,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8380.40,0.00,25141.20,,25141.20,0.00,true
2025-02-28,2025-02,FAC 0003-00040686,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,9095.80,0.00,9095.80,,9095.80,0.00,true
2025-01-07,2025-01,FAC 0003-00040007,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BRAS-1K,16.00,17000.00,40.00,163200.00,R. Ibarra,163200.00,0.00,true
2025-04-13,2025-04,FAC 0003-00041462,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-01-07,2025-01,FAC 0003-00040152,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,2.00,6900.00,0.00,13800.00,,13800.00,0.00,true
2025-05-28,2025-05,FAC 0003-00041906,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8945.76,0.00,26837.29,,26837.28,0.01,true
2025-02-12,2025-02,FAC 0003-00040450,FAC,C0123,La Ventanita de Almagro II,CAF-BRAS-1K,2.00,17374.00,35.00,22586.20,,22586.20,0.00,true
2025-04-23,2025-04,FAC 0003-00041458,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10140.90,0.00,20281.79,,20281.80,-0.01,true
2025-03-06,2025-03,FAC 0003-00041062,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,3.00,7729.18,0.00,23187.54,,23187.54,0.00,true
2025-03-19,2025-03,FAC 0003-00040869,FAC,C0124,Coffee Lab Flores,CAF-BRAS-1K,4.00,17756.23,35.00,46166.19,M. Paz,46166.20,-0.01,true
2025-04-04,2025-04,FAC 0003-00041329,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-01-20,2025-01,FAC 0003-00040031,FAC,C0118,Bar Saavedra,CAF-ETIOP-250,5.00,9500.00,32.00,32300.00,R. Ibarra,32300.00,0.00,true
2025-01-04,2025-01,FAC 0003-00040370,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8200.00,0.00,8200.00,,8200.00,0.00,true
2025-06-24,2025-06,FAC 0003-00042139,FAC,C0138,El Almacen de Constitucion,CAF-BRAS-1K,4.00,18954.11,30.00,53071.51,R. Ibarra,53071.51,0.00,true
2025-02-18,2025-02,FAC 0003-00040783,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,18396.00,0.00,36792.00,,36792.00,0.00,true
2025-01-17,2025-01,FAC 0003-00040070,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5600.00,0.00,16800.00,,16800.00,0.00,true
2025-03-09,2025-03,FAC 0003-00040911,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8564.77,0.00,25694.31,,25694.31,0.00,true
2025-02-12,2025-02,FAC 0003-00040739,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5723.20,0.00,11446.40,,11446.40,0.00,true
2025-02-23,2025-02,FAC 0003-00040618,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8380.40,0.00,25141.20,,25141.20,0.00,true
2025-05-13,2025-05,FAC 0003-00041891,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10363.99,0.00,10363.99,,10363.99,0.00,true
2025-04-04,2025-04,FAC 0003-00041464,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-01-01,2025-01,FAC 0003-00040377,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,18000.00,0.00,18000.00,,18000.00,0.00,true
2025-04-20,2025-04,FAC 0003-00041420,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-02-16,2025-02,FAC 0003-00040826,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,18396.00,0.00,36792.00,,36792.00,0.00,true
2025-04-10,2025-04,FAC 0003-00041455,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,2.00,3415.88,0.00,6831.76,,6831.76,0.00,true
2025-01-04,2025-01,FAC 0003-00040213,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,7400.00,0.00,14800.00,,14800.00,0.00,true
2025-02-07,2025-02,FAC 0003-00040756,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,1.00,9709.00,0.00,9709.00,,9709.00,0.00,true
2025-06-21,2025-06,FAC 0003-00042312,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10592.00,0.00,31776.01,,31776.00,0.01,true
2025-01-21,2025-01,FAC 0003-00040143,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9500.00,0.00,9500.00,,9500.00,0.00,true
2025-01-12,2025-01,FAC 0003-00040133,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,3.00,6900.00,0.00,20700.00,,20700.00,0.00,true
2025-03-28,2025-03,FAC 0003-00040924,FAC,C9002,VENTA ONLINE,CAP-TAZA,3.00,9295.91,0.00,27887.72,,27887.73,-0.01,true
2025-04-09,2025-04,FAC 0003-00041353,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10140.90,0.00,10140.90,,10140.90,0.00,true
2025-06-07,2025-06,FAC 0003-00042404,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-04-07,2025-04,FAC 0003-00041465,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-05-02,2025-05,FAC 0003-00041682,FAC,C0127,Cafe Parque Chas II,CAF-BRAS-1K,4.00,18546.10,32.00,50445.38,,50445.39,-0.01,true
2025-04-13,2025-04,FAC 0003-00041254,FAC,C0108,Coffee Lab Colegiales,CAP-FILTRO-100,6.00,3415.88,32.00,13936.79,R. Ibarra,13936.79,-0.00,true
2025-06-12,2025-06,FAC 0003-00042293,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,1.00,7693.14,0.00,7693.14,,7693.14,0.00,true
2025-06-01,2025-06,FAC 0003-00042161,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,9142.57,0.00,18285.14,,18285.14,0.00,true
2025-04-01,2025-04,FAC 0003-00041492,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-04-14,2025-04,FAC 0003-00041501,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10140.90,0.00,20281.79,,20281.80,-0.01,true
2025-05-09,2025-05,FAC 0003-00041644,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-CJ6,4.00,111276.58,40.00,267063.78,M. Paz,267063.79,-0.01,true
2025-05-18,2025-05,FAC 0003-00041711,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10363.99,0.00,31091.98,,31091.97,0.01,true
2025-02-13,2025-02,FAC 0003-00040613,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,9709.00,0.00,19418.00,,19418.00,0.00,true
2025-01-06,2025-01,FAC 0003-00040236,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,7400.00,0.00,7400.00,,7400.00,0.00,true
2025-03-07,2025-03,FAC 0003-00040885,FAC,C0136,Tostado Villa Urquiza,CAF-BLEND-1K,6.00,18800.71,35.00,73322.78,,73322.77,0.01,true
2025-01-18,2025-01,FAC 0003-00040203,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9500.00,0.00,9500.00,,9500.00,0.00,true
2025-06-17,2025-06,FAC 0003-00042433,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-05-12,2025-05,FAC 0003-00041649,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-CJ6,11.00,111276.58,40.00,734425.40,R. Ibarra,734425.43,-0.03,true
2025-04-25,2025-04,FAC 0003-00041593,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,1.00,10140.90,0.00,10140.90,,10140.90,0.00,true
2025-05-07,2025-05,FAC 0003-00041774,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,8073.01,0.00,8073.01,,8073.01,0.00,true
2025-04-25,2025-04,FAC 0003-00041363,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5977.79,0.00,17933.37,,17933.37,0.00,true
2025-01-21,2025-01,FAC 0003-00040005,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BRAS-1K,18.00,17000.00,40.00,183600.00,,183600.00,0.00,true
2025-01-12,2025-01,FAC 0003-00040072,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5300.00,0.00,5300.00,,5300.00,0.00,true
2025-02-06,2025-02,FAC 0003-00040437,FAC,C0112,La Ventanita de Recoleta,CAP-FILTRO-100,6.00,3270.40,35.00,12754.56,,12754.56,0.00,true
2025-02-23,2025-02,FAC 0003-00040513,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,5723.20,0.00,5723.20,,5723.20,0.00,true
2025-01-11,2025-01,NC 0003-00001208,NC,C0118,Bar Saavedra,CAF-BRAS-1K,-1.00,17000.00,32.00,-11560.00,,-11560.00,0.00,true
2025-06-03,2025-06,FAC 0003-00042145,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,9142.57,0.00,27427.71,,27427.71,0.00,true
2025-01-11,2025-01,FAC 0003-00040287,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5600.00,0.00,11200.00,,11200.00,0.00,true
