fecha;comprobante;tipo_comprobante;codigo_cliente;razon_social;codigo_producto;cantidad;precio_unitario;bonificacion_pct;importe;vendedor
18/01/2025;FAC 0003-00040203;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9500.0;0;9500.0;
17/06/2025;FAC 0003-00042433;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;9142.57;0;9142.57;
12/05/2025;FAC 0003-00041649;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;11;111276.58;40;734425.4;R. Ibarra
25/04/2025;FAC 0003-00041593;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;10140.9;0;10140.9;
07/05/2025;FAC 0003-00041774;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;8073.01;0;8073.01;
25/04/2025;FAC 0003-00041363;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5977.79;0;17933.37;
21/01/2025;FAC 0003-00040005;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BRAS-1K;18;17000.0;40;183600.0;
12/01/2025;FAC 0003-00040072;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5300.0;0;5300.0;
06/02/2025;FAC 0003-00040437;FAC;C0112;La Ventanita de Recoleta;CAP-FILTRO-100;6;3270.4;35;12754.56;
23/02/2025;FAC 0003-00040513;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5723.2;0;5723.2;
11/01/2025;NC 0003-00001208;NC;C0118;Bar Saavedra;CAF-BRAS-1K;-1;17000.0;32;-11560.0;
03/06/2025;FAC 0003-00042145;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;9142.57;0;27427.71;
11/01/2025;FAC 0003-00040287;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;5600.0;0;11200.0;
02/03/2025;FAC 0003-00041193;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9922.6;0;9922.6;
24/03/2025;FAC 0003-00041075;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9922.6;0;29767.79;
19/01/2025;FAC 0003-00040044;FAC;C0130;Usina Coghlan;CAP-FILTRO-100;5;3200.0;30;11200.0;R. Ibarra
03/06/2025;FAC 0003-00042380;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10592.0;0;21184.01;
21/02/2025;FAC 0003-00040523;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9709.0;0;9709.0;
10/05/2025;FAC 0003-00041896;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5782.02;0;5782.02;
26/02/2025;FAC 0003-00040790;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5723.2;0;5723.2;
01/02/2025;FAC 0003-00040556;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8380.4;0;25141.2;
26/06/2025;FAC 0003-00042283;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;9142.57;0;18285.14;
27/05/2025;FAC 0003-00041730;FAC;C9002;VENTA ONLINE;CAP-TAZA;3;9709.43;0;29128.28;
01/01/2025;FAC 0003-00040037;FAC;C0124;Coffee Lab Flores;CAF-BLEND-1K;3;18000.0;35;35100.0;
15/01/2025;FAC 0003-00040101;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9500.0;0;9500.0;
27/02/2025;NC 0003-00001211;NC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-1K;-12;18396.0;40;-132451.2;
20/02/2025;FAC 0003-00040724;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;9709.0;0;19418.0;
05/04/2025;FAC 0003-00041454;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8753.19;0;8753.19;
09/01/2025;FAC 0003-00040176;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;2;6900.0;0;13800.0;
13/03/2025;FAC 0003-00040856;FAC;C0110;Panaderia Devoto;CAF-BLEND-1K;3;18800.71;35;36661.39;R. Ibarra
09/04/2025;FAC 0003-00041500;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5657.55;0;5657.55;
04/03/2025;FAC 0003-00041093;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5535.77;0;5535.77;
07/03/2025;FAC 0003-00041165;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18800.71;0;18800.71;
13/02/2025;FAC 0003-00040753;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5723.2;0;5723.2;
26/05/2025;FAC 0003-00041968;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;6109.3;0;6109.3;
12/01/2025;FAC 0003-00040133;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8200.0;0;16400.0;
01/06/2025;FAC 0003-00042103;FAC;C0110;Panaderia Devoto;CAF-BLEND-1K;4;20069.06;35;52179.55;M. Paz
28/02/2025;NC 0003-00001216;NC;C0102;Bar Belgrano;CAF-BRAS-1K;-5;17374.0;35;-56465.5;
25/02/2025;FAC 0003-00040611;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5416.6;0;5416.6;
18/06/2025;FAC 0003-00042427;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;1;3567.83;0;3567.83;
12/05/2025;FAC 0003-00041892;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7527.53;0;22582.6;
17/03/2025;FAC 0003-00041158;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;18800.71;0;37601.42;
02/05/2025;FAC 0003-00042030;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;6109.3;0;12218.6;
14/05/2025;FAC 0003-00041870;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6109.3;0;6109.3;
18/05/2025;FAC 0003-00041741;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;3;3491.03;0;10473.09;
16/02/2025;FAC 0003-00040626;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;7562.8;0;7562.8;
20/06/2025;FAC 0003-00042417;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;10592.0;0;10592.0;
28/05/2025;FAC 0003-00041797;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8945.76;0;17891.53;
01/06/2025;FAC 0003-00042090;FAC;C0101;El Almacen de Palermo II;CAF-BRAS-1K;8;18954.11;35;98561.37;
01/04/2025;FAC 0003-00041567;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;19214.33;0;38428.66;
08/01/2025;FAC 0003-00040019;FAC;C0107;La Ventanita de Nunez II;CAF-BRAS-1K;6;17000.0;35;66300.0;M. Paz
25/01/2025;FAC 0003-00040273;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9500.0;0;9500.0;
10/01/2025;FAC 0003-00040256;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;1;3200.0;0;3200.0;
16/03/2025;FAC 0003-00041001;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5849.11;0;17547.33;
18/05/2025;FAC 0003-00041696;FAC;C0138;El Almacen de Constitucion;CAF-BLEND-1K;8;19637.04;30;109967.44;
16/03/2025;FAC 0003-00040918;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7206.94;0;21620.82;
07/03/2025;FAC 0003-00041067;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8564.77;0;25694.31;
08/03/2025;FAC 0003-00041096;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9922.6;0;9922.6;
04/05/2025;FAC 0003-00041858;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;3;3491.03;0;10473.09;
08/01/2025;FAC 0003-00040032;FAC;C0120;Tostado Chacarita;CAF-BLEND-1K;10;18000.0;32;122400.0;M. Paz
01/01/2025;FAC 0003-00040404;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8200.0;0;16400.0;
14/01/2025;FAC 0003-00040322;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8200.0;0;8200.0;
08/02/2025;FAC 0003-00040633;FAC;C9002;VENTA ONLINE;CAP-TAZA;2;9095.8;0;18191.6;
25/06/2025;FAC 0003-00042174;FAC;C9002;VENTA ONLINE;CAP-TAZA;1;9923.03;0;9923.03;
24/05/2025;FAC 0003-00041935;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5782.02;0;5782.02;
08/01/2025;FAC 0003-00040346;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9500.0;0;9500.0;
07/04/2025;FAC 0003-00041504;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5977.79;0;5977.79;
02/03/2025;FAC 0003-00041106;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5849.11;0;5849.11;
17/03/2025;FAC 0003-00040849;FAC;C0103;Coffee Lab Belgrano II;CAP-FILTRO-100;4;3342.35;35;8690.11;M. Paz
14/01/2025;FAC 0003-00040254;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;6900.0;0;20700.0;
03/01/2025;FAC 0003-00040004;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-1K;60;18000.0;40;648000.0;R. Ibarra
03/01/2025;FAC 0003-00040004;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;12;102000.0;40;734400.0;R. Ibarra
23/02/2025;FAC 0003-00040679;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9709.0;0;19418.0;
20/02/2025;FAC 0003-00040545;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9709.0;0;29127.0;
12/06/2025;FAC 0003-00042232;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10592.0;0;31776.01;
07/05/2025;FAC 0003-00041966;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;6109.3;0;6109.3;
22/03/2025;FAC 0003-00041069;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8564.77;0;17129.54;
26/01/2025;FAC 0003-00040051;FAC;C0138;El Almacen de Constitucion;CAP-FILTRO-100;4;3200.0;30;8960.0;M. Paz
07/03/2025;FAC 0003-00041119;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18800.71;0;18800.71;
18/06/2025;FAC 0003-00042220;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5909.22;0;5909.22;
19/05/2025;FAC 0003-00042012;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;10363.99;0;20727.99;
01/04/2025;FAC 0003-00041286;FAC;C0139;La Ventanita de Constitucion II;CAF-BLEND-1K;4;19214.33;30;53800.12;
10/02/2025;FAC 0003-00040660;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9709.0;0;19418.0;
18/01/2025;FAC 0003-00040203;FAC;C9002;VENTA ONLINE;CAP-TAZA;3;8900.0;0;26700.0;
01/02/2025;FAC 0003-00040582;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5723.2;0;5723.2;
03/03/2025;FAC 0003-00041030;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9922.6;0;9922.6;
19/06/2025;FAC 0003-00042449;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;20069.06;0;20069.06;
14/04/2025;FAC 0003-00041620;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;10140.9;0;20281.79;
18/03/2025;FAC 0003-00040923;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5535.77;0;16607.3;
23/05/2025;FAC 0003-00042068;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;1;3491.03;0;3491.03;
25/03/2025;FAC 0003-00041050;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8564.77;0;8564.77;
06/02/2025;FAC 0003-00040657;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5416.6;0;10833.2;
17/04/2025;FAC 0003-00041603;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8753.19;0;17506.39;
15/02/2025;FAC 0003-00040452;FAC;C0124;Coffee Lab Flores;CAF-BLEND-1K;10;18396.0;35;119574.0;R. Ibarra
07/05/2025;FAC 0003-00042016;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8945.76;0;8945.76;
16/06/2025;FAC 0003-00042310;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;9142.57;0;18285.14;
03/02/2025;FAC 0003-00040566;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8380.4;0;16760.8;
18/01/2025;FAC 0003-00040239;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;7400.0;0;7400.0;
04/06/2025;FAC 0003-00042338;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10592.0;0;10592.0;
10/01/2025;FAC 0003-00040086;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9500.0;0;19000.0;
26/06/2025;FAC 0003-00042327;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10592.0;0;10592.0;
26/05/2025;FAC 0003-00041817;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;6109.3;0;12218.6;
21/05/2025;FAC 0003-00041962;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3491.03;0;6982.06;
07/06/2025;FAC 0003-00042321;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;9142.57;0;18285.14;
06/01/2025;FAC 0003-00040175;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8200.0;0;24600.0;
15/01/2025;FAC 0003-00040406;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8200.0;0;8200.0;
19/03/2025;FAC 0003-00040869;FAC;C0124;Coffee Lab Flores;CAP-FILTRO-100;4;3342.35;35;8690.11;M. Paz
26/03/2025;FAC 0003-00040838;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;4;106537.37;40;255689.68;
26/02/2025;FAC 0003-00040770;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;18396.0;0;36792.0;
25/05/2025;FAC 0003-00041895;FAC;C9002;VENTA ONLINE;CAP-TAZA;3;9709.43;0;29128.28;
17/02/2025;FAC 0003-00040634;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5723.2;0;11446.4;
11/01/2025;FAC 0003-00040342;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18000.0;0;18000.0;
11/05/2025;FAC 0003-00041829;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10363.99;0;20727.99;
16/02/2025;FAC 0003-00040531;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8380.4;0;16760.8;
20/05/2025;FAC 0003-00041779;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7527.53;0;22582.6;
15/06/2025;FAC 0003-00042354;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;9142.57;0;18285.14;
17/01/2025;FAC 0003-00040015;FAC;C0104;Tostado Villa Crespo;CAF-BLEND-1K;8;18000.0;35;93600.0;M. Paz
13/03/2025;FAC 0003-00041104;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9922.6;0;19845.2;
13/06/2025;FAC 0003-00042115;FAC;C0119;Coffee Lab Saavedra II;CAF-BRAS-1K;4;18954.11;35;49280.69;
23/02/2025;FAC 0003-00040550;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9709.0;0;29127.0;
19/02/2025;FAC 0003-00040683;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5723.2;0;11446.4;
26/03/2025;FAC 0003-00041147;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18800.71;0;18800.71;
18/05/2025;FAC 0003-00041942;FAC;C9002;VENTA ONLINE;CAP-TAZA;2;9709.43;0;19418.85;
10/03/2025;FAC 0003-00040965;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8564.77;0;25694.31;
20/02/2025;FAC 0003-00040463;FAC;C0132;Cafe Barracas;CAF-BLEND-1K;8;18396.0;35;95659.2;
10/03/2025;FAC 0003-00041219;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;18800.71;0;37601.42;
06/02/2025;FAC 0003-00040766;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8380.4;0;8380.4;
28/01/2025;FAC 0003-00040314;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;5600.0;0;11200.0;
21/04/2025;FAC 0003-00041357;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5657.55;0;16972.66;
15/03/2025;FAC 0003-00041046;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8564.77;0;17129.54;
23/01/2025;FAC 0003-00040084;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5300.0;0;15900.0;
02/02/2025;FAC 0003-00040607;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8380.4;0;16760.8;
01/01/2025;FAC 0003-00040278;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;9500.0;0;19000.0;
08/06/2025;FAC 0003-00042202;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6243.71;0;18731.12;
03/04/2025;FAC 0003-00041409;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5977.79;0;17933.37;
27/02/2025;FAC 0003-00040658;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9709.0;0;9709.0;
24/04/2025;FAC 0003-00041392;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7899.22;0;15798.45;
13/02/2025;FAC 0003-00040508;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9709.0;0;9709.0;
14/03/2025;NC 0003-00001220;NC;C0113;Bar Recoleta II;CAF-BRAS-1K;-5;17756.23;30;-62146.8;
19/05/2025;FAC 0003-00041947;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8945.76;0;17891.53;
20/04/2025;FAC 0003-00041328;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8753.19;0;26259.58;
10/05/2025;FAC 0003-00041876;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10363.99;0;20727.99;
10/01/2025;FAC 0003-00040067;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5300.0;0;10600.0;
27/03/2025;FAC 0003-00040861;FAC;C0116;Cafe Caballito;CAF-BLEND-1K;5;18800.71;32;63922.42;
09/06/2025;FAC 0003-00042296;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6243.71;0;6243.71;
12/06/2025;FAC 0003-00042278;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;8250.61;0;24751.84;
27/01/2025;FAC 0003-00040298;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3200.0;0;6400.0;
05/04/2025;FAC 0003-00041239;FAC;C0001;GRANOS DEL SUR S.A.;BLEND1K;41;19214.33;40;472672.46;
14/06/2025;FAC 0003-00042484;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3567.83;0;7135.67;
25/02/2025;FAC 0003-00040820;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9709.0;0;9709.0;
15/04/2025;NC 0003-00001227;NC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-1K;-9;19214.33;40;-103757.37;
02/05/2025;FAC 0003-00041842;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6109.3;0;6109.3;
24/03/2025;FAC 0003-00040836;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BRAS-1K;16;17756.23;40;170459.79;
22/02/2025;FAC 0003-00040577;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9709.0;0;19418.0;
01/05/2025;FAC 0003-00041720;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10363.99;0;31091.98;
27/01/2025;FAC 0003-00040144;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7400.0;0;14800.0;
03/06/2025;FAC 0003-00042285;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6243.71;0;6243.71;
13/06/2025;FAC 0003-00042102;FAC;C0109;Usina Colegiales II;CAF-BRAS-1K;8;18954.11;32;103110.36;M. Paz
18/01/2025;FAC 0003-00040368;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18000.0;0;18000.0;
10/06/2025;FAC 0003-00042200;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7693.14;0;23079.42;
10/02/2025;FAC 0003-00040536;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;1;3270.4;0;3270.4;
15/05/2025;FAC 0003-00041771;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6109.3;0;6109.3;
20/03/2025;FAC 0003-00041037;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9922.6;0;29767.79;
24/05/2025;FAC 0003-00041818;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;8073.01;0;24219.02;
20/05/2025;FAC 0003-00042041;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3491.03;0;6982.06;
19/01/2025;FAC 0003-00040044;FAC;C0130;Usina Coghlan;CAF-BRAS-1K;5;17000.0;30;59500.0;R. Ibarra
16/05/2025;FAC 0003-00042026;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;19637.04;0;39274.09;
20/06/2025;FAC 0003-00042189;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10592.0;0;31776.01;
14/01/2025;FAC 0003-00040254;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5600.0;0;5600.0;
25/02/2025;FAC 0003-00040611;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9709.0;0;29127.0;
08/01/2025;FAC 0003-00040019;FAC;C0107;La Ventanita de Nunez II;CAF-BLEND-1K;3;18000.0;35;35100.0;M. Paz
09/06/2025;FAC 0003-00042397;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;9142.57;0;9142.57;
06/02/2025;FAC 0003-00040472;FAC;C0138;El Almacen de Constitucion;CAP-FILTRO-100;4;3270.4;30;9157.12;R. Ibarra
03/04/2025;FAC 0003-00041459;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5977.79;0;17933.37;
28/02/2025;FAC 0003-00040651;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5416.6;0;10833.2;
10/05/2025;FAC 0003-00041921;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10363.99;0;20727.99;
19/06/2025;FAC 0003-00042319;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10592.0;0;21184.01;
14/01/2025;FAC 0003-00040113;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9500.0;0;9500.0;
03/04/2025;FAC 0003-00041272;FAC;C0126;Panaderia Parque Chas;CAF-BLEND-1K;8;19214.33;32;104525.94;R. Ibarra
22/03/2025;FAC 0003-00040922;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9922.6;0;29767.79;
11/03/2025;FAC 0003-00041174;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5849.11;0;5849.11;
19/05/2025;FAC 0003-00041836;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
26/05/2025;FAC 0003-00041801;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5782.02;0;11564.04;
26/05/2025;FAC 0003-00041794;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10363.99;0;31091.98;
27/06/2025;FAC 0003-00042320;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;9142.57;0;27427.71;
08/03/2025;FAC 0003-00040866;FAC;C0120;Tostado Chacarita;CAF-BRAS-1K;3;17756.23;32;36222.71;
13/04/2025;FAC 0003-00041626;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;19214.33;0;38428.66;
22/01/2025;FAC 0003-00040168;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5300.0;0;10600.0;
05/02/2025;FAC 0003-00040590;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9709.0;0;29127.0;
05/04/2025;FAC 0003-00041472;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5657.55;0;16972.66;
01/02/2025;FAC 0003-00040484;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9709.0;0;9709.0;
19/06/2025;FAC 0003-00042324;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7693.14;0;23079.42;
08/02/2025;FAC 0003-00040791;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;1;3270.4;0;3270.4;
01/05/2025;FAC 0003-00041792;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10363.99;0;20727.99;
07/01/2025;FAC 0003-00040245;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5600.0;0;11200.0;
07/04/2025;FAC 0003-00041445;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8753.19;0;26259.58;
04/02/2025;FAC 0003-00040793;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9709.0;0;9709.0;
25/03/2025;FAC 0003-00041021;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7729.18;0;23187.54;
17/03/2025;FAC 0003-00040849;FAC;C0103;Coffee Lab Belgrano II;CAF-BLEND-1K;5;18800.71;35;61102.31;M. Paz
25/06/2025;FAC 0003-00042292;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;9142.57;0;9142.57;
16/06/2025;FAC 0003-00042107;FAC;C0113;Bar Recoleta II;CAF-BRAS-1K;7;18954.11;30;92875.14;
15/03/2025;FAC 0003-00040920;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8564.77;0;25694.31;
14/02/2025;FAC 0003-00040690;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5416.6;0;16249.8;
28/03/2025;FAC 0003-00041231;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8564.77;0;17129.54;
19/02/2025;FAC 0003-00040697;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;18396.0;0;36792.0;
25/02/2025;FAC 0003-00040767;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5723.2;0;5723.2;
11/06/2025;FAC 0003-00042118;FAC;C0122;El Almacen de Almagro;CAF-BRAS-1K;4;18954.11;32;51555.18;M. Paz
18/02/2025;FAC 0003-00040563;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5723.2;0;17169.6;
21/05/2025;FAC 0003-00041647;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;6;111276.58;40;400595.67;R. Ibarra
10/06/2025;FAC 0003-00042457;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;10592.0;0;10592.0;
26/06/2025;FAC 0003-00042088;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;7;113724.66;40;477643.58;R. Ibarra
14/06/2025;FAC 0003-00042510;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;9142.57;0;9142.57;
24/03/2025;FAC 0003-00040864;FAC;C0119;Coffee Lab Saavedra II;CAP-FILTRO-100;4;3342.35;35;8690.11;M. Paz
08/03/2025;FAC 0003-00041011;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8564.77;0;17129.54;
22/05/2025;FAC 0003-00041917;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;2;3491.03;0;6982.06;
